chapter_no,sentence
87,yes . definitely
87,the best version of myself . You
87,"'re a lucky man to have seen that , subordinate . Phu)sif"
87,A betrayal . a
87,"painfll , unexpected but inevitable ending Someone arolind you has or will stab you in the back . No"
87,i just want you to know that i will not calse you more harm than i already did i sincerely mean it Get away from herei Ill deal with bella . No
87,not him . And
87,he deserves to know Hey There are . a
87,few things i need to tell you : geir A
87,"lot , actually . I"
87,i suppose i 'll start with the beginning I did n't tell you the truth that day . floosh
87,When
87,we calght anslow at the golden clover . hmm
87,", yeah"
87,: you
87,found a picture in his notebook . zwosrd
87,You
87,told me it was related to yolr demotion . exactly
87,I always wondered what on earth you saw in it i reacted so violently to it becalse
87,i
87,recognized sake in the photograph the picture was taken on the day of the explosion near the entrance of the allendale station . but
87,"the real reason i lost it was because Sake sake was in my parents ' car , with my parents ' driver . Abel"
87,sandman . Seeing
87,"him with sake , i knew it meant he had to be involved with the phantom scythe . My"
87,suspicions were confirmed when i ran into sake the other day . sake
87,was involved in the allendale bombing and sandman was their getaway driver . i
87,see your driver was already one of them : Yes
87,. and
87,"at the carmine camelia , i heard sake mention another man : robin delaney was in the car with them too I still do n't know why . but"
87,delaney 's dead and i could n't find anything on him in the police records . i
87,ve never heard of him either . Stop
87,Kieran . there
87,'s one another thing sake told me when i saw him : vu
87,The
87,day of the tragedy hh He said . vn
87,He said they took children with them on their way out Have you ever heard about this ?
87,Do
87,you know what happened to them ?
87,or
87,if there were others ?
87,Hsh
87,Hlyoder Ree Oh
87,"yes , the kidnapped kids The"
87,tale is known within the phantom scythe . They
87,They 're dead . Vl
87,"Let 's make it spicy : rreaders "" tears co creator co creator / artist"
88,Purple
88,hyacinth Episode Hionu ju victims of the allendale train station tragedy and those who perished while braving the danger to help you will be remembered . thank
88,you in peace . again
88,for . accompanying
88,me here today . if
88,"it was n't for hermann pvil No , you do n't have to thank me . i"
88,have my own visits to make here . i
88,wo n't be too far !
88,Dylan
88,rosenthal xxo5 xx That
88,day we buried an empty casket . Planted
88,a tombstone with your name on it . Yet
88,a part of me never buried you . everyone
88,tholght you were dead . blt
88,you were n't in there . and
88,if you were n't then you colld've been somewhere else Somehow
88,. alive
88,. you
88,"could have but ' they 're dead . "" even"
88,if you were one of them : you 'd be gone now . You
88,'re gone Everyone 's gone All of these victims becalse of one man 's crazy dream to change the world . becalse
88,our rulers chose to ignore their people 's suffering . Were
88,my parents responsible for this ?
88,Did
88,they know ?
88,Dxop
88,My
88,own parents i do n't spvy want to believe it but z
88,They
88,created this very thing i swore to take down . piac
88,Whether they wanted to quit or not They were guilty Rachel adwell alexander sinclair james sinclair x982 xxiz xx980 xxiz And
88,i never noticed anything . Never
88,heard any lie . never
88,how could they ?
88,why
88,?
88,Nothing
88,is worth so many lives destroyed nothing blt i'l never know 74a s70p Their
88,secrets died withh them : o/ xx980 what
88,am i even supposed to believe at this point ?
88,o
88,why is it always the same thing over and over again . I
88,'ve come to know so much . yet
88,%
88,o i know nothing glnko v it
88,is n't like that in our precinct . everything
88,here is so . different
88,. <
88,"Are you really that different , though ?"
88,he
88,was right it never ends . not
88,"like this As cops , we 're battling the phantom scythe But"
88,the phantom scythe was created by the system we uphold . An
88,"endless vicious cycle : Carefll , sinclair . you"
88,'ll end up catching a cold . Did
88,he lose someone that day too ?
88,Yeah
88,", sorry"
88,"I think we can go alright , let 's leave . zilf"
88,Thanks for not running away . i
88,"probably would 've been too scared to face hermann again : hahai hahaha , you 're welcome . Elows"
88,dom Oh
88,!
88,i
88,think it stopped raining . It
88,'s crazy how time does n't change anything . march
88,rosie = xxo5 xxil It
88,'s been so many years . my
88,"daughter , rosie , she would 've been yolr age , you know . You"
88,reminded me a lot of her when i was visiting your parents when you were little . Yeah
88,", i remember a little bit . you"
88,"worked on cases together two brilliant lawyers , really . but"
88,"my parents , they they are nt who you think they are rosie was only six rosie ]"
88,march And
88,annabelle she was the most exceptional woman i have ever known . '
88,leigh x98 annabelle = march I 've spent so much time wondering why them ?
88,march
88,rosie xxo5 xxi !
88,When
88,"so many criminals are out there , unapologetically living there is n't any reason or fairness in it if there 's one thing i learned with olr work is that we do n't get to choose whom tragedies fall upon I knew you had a family but"
88,"if i may ask , how did they pass ?"
88,Rosie
88,was . sick
88,. we
88,had tried everything we could but
88,we could n't save her . and
88,annabelle . she
88,fell into the bloody hands of criminals that have been plaguing ardhalis for too long . x98
88,' leigh annabelle = march She
88,was murdered ?
88,I
88,am so sorry to hear that . So
88,"am i it 's why we became both detectives , is n't it ?"
88,to
88,restore balance in this world . (
88,( 0 Fighting for justice seems noble and naive at the same time . I
88,"joined the police academy with so many ideals , all shattered in only so few years . there"
88,"are definitely many wrong things with the current system but In the end it 's all about what you are prepared to do and what you 'll defend with all your soul : if there are things that are wrong , you must try to make a difference . Did"
88,n't lead me very far . How
88,can we defend these ideals if the system is constantly keeping you on the ropes for trying you fighht But is it really worth it ?
88,the
88,things i 've done . am doing . i
88,deserve what i 've gotten . all
88,my life i 've been told to let things go that there was n't anything i could do about them ; that it was too late or pointless . Or
88,that no one would believe me . i
88,should 've listened . just
88,look at the disastrous outcome of chow 's case . Forgive
88,"me , but if there 's one thing chow 's case teaches us is that there are calses that must be defended . even"
88,if they seem lost . even
88,if you 're the last one standing . Zhuby
88,"Yes , you have committed mistakes . But"
88,what matters is how you move forward from this point on . learn
88,from your mistakes . Become
88,a better version of yourself to fight for your calse . Ifyou
88,stop fighting now Will you ever end up regretting it ?
88,It
88,is hard i know . believe
88,"me i do when i open my eyes in the morning , when i feel the warmth of the sun or breathe in the evening breeze . It"
88,reminds me that they 're still here helping me fight in this system : And i fight for what they 've given me and what they should 've been given in this life . and
88,"i 'll continle to always do my best for them So what about you , sinclair ?"
88,Okay
88,", let me do one last thing before we leave . Do"
88,it quick . i
88,have to go soon and i believe you have a big party to attend to . Yes
88,", it wo n't be long . Tx"
88,Dylan . If
88,you 're 4p there somewhere . With
88,everything that happened in the last months i did n't know what to believe anymore Blt one thing has not changed I will never stop fighting for you I just wish you were by my side . To
88,guide me Somehow . a
88,Vnuk kpuk ulhk And
88,"the new year 's party Begins Let 's make it spicy : rreaders "" tears co creator co creator / artist"
89,Purple
89,hyacinth Episode ' g1 llad Ukk Good evening everybody . thank
89,you for coming i hope you all enjoy your stay . wow
89,ms . sinclair has grown into a fine lady oh
89,ms sinclair looks ravishing tonighti Hawkes !
89,and
89,"william ' come in , come in !"
89,how
89,have you two been ?
89,as
89,"per uslal , tristan : and yourself ?"
89,Work
89,is not giving me one second to breathe . But
89,i am glad i could take at least this night off and gather some friends and family for the celebrations . your
89,new year 's parties are always exceptional . It
89,would 've been a shame to miss it my my ms lalren you remind me so mlch of your mother . growing
89,more and more into ravishing young lady every time i see you . Thank
89,"you so much , duke hawkes . it"
89,'s a pleasure to see you again : i 'm glad you could make it too ; william . and
89,recovered from last night wik It
89,'s been tradition for as long as our families have known each other . it
